,appName,coreF,memF,argNo,kernel,time/ms,blocks,warps,achieved_occupancy,warp_execution_efficiency,sm_activity,eligible_warps_per_cycle,branch_efficiency,cf_executed,gld_throughput,gld_transactions,gld_transactions_per_request,gst_throughput,gst_transactions,gst_transactions_per_request,global_hit_rate,dram_read_transactions,dram_read_throughput,dram_write_transactions,dram_write_throughput,l2_read_transactions,l2_read_throughput,l2_write_transactions,l2_write_throughput,shared_load_transactions,shared_load_throughput,shared_load_transactions_per_request,shared_store_transactions,shared_store_throughput,shared_store_transactions_per_request,l2_tex_read_throughput,l2_tex_read_transactions,l2_tex_write_throughput,l2_tex_write_throughput.1,tex_cache_hit_rate,tex_cache_throughput,tex_cache_transactions,flop_count_dp,flop_count_dp_fma,flop_count_sp,flop_count_sp_fma,flop_count_sp_special,inst_integer,inst_fp_32,inst_fp_64,inst_executed,inst_per_warp,executed_ipc,power/W
179,convolutionTexture,2000,5500,input00,convolutionRowsKernel,4.8764,(640 854 1) (16 12 1),3279360.0,0.828694,1.0,0.999,1.3109790000000001,1.0,6556160,0.0,0,0.0,80.468,13107200,4.0,0.0,13107482,67.85600000000001,13106633,68.133,26194396,140.98,13107231,70.541,0,0.0,0.0,0,0.0,0.0,160.64,26193920,80.383,79.751,0.95,2711.6,445644800,0,0,5557452800.0,1782579200,0,2202992640.0,3774873600,0,311347200,94.941452,1.1456540000000002,238.19927
184,dxtc,1600,4000,input00,compress,1.2546,(16384 1 1) (64 1 1),32768.0,0.306756,0.9627,0.996,4.0163519999999995,0.9895,22937651,49.242,4128759,7.875,0.40054,16383,1.0,0.5,1921,0.045776,1469,0.035286000000000005,2067353,49.385,16407,0.40054,3555321,311.93,1.391026,1378415,120.95,0.751179,45.218999999999994,2064379,0.36621,0.36621,0.498,45.208,2064379,0,0,3660571608.0,1413149985,20971478,1471843202.0,2301947467,0,166757284,5089.0,2.963806,189.17918999999995
185,dxtc,1600,4500,input00,compress,1.2524,(16384 1 1) (64 1 1),32768.0,0.306731,0.9627,0.9959,4.018431,0.9895,22937651,45.205,4128759,7.875,0.36716,16383,1.0,0.5,2254,0.049591,1191,0.025749,2067364,45.31399999999999,17008,0.38052,3555321,311.89,1.391026,1378415,120.92,0.751179,45.236000000000004,2064379,0.36621,0.36621,0.498,45.211000000000006,2064379,0,0,3660571608.0,1413149985,20971478,1471843202.0,2301947467,0,166757284,5089.0,2.964537,193.41022
186,dxtc,1600,5000,input00,compress,1.2558,(16384 1 1) (64 1 1),32768.0,0.306739,0.9627,0.996,4.019753,0.9895,22937651,49.228,4128759,7.875,0.39959,16383,1.0,0.5,2481,0.060080999999999996,1879,0.044823,2067313,49.361000000000004,16404,0.40054,3555321,312.0,1.391026,1378415,120.96,0.751179,45.243,2064379,0.36716,0.36621,0.498,45.226000000000006,2064379,0,0,3660571608.0,1413149985,20971478,1471843202.0,2301947467,0,166757284,5089.0,2.9645919999999997,197.40857
187,dxtc,1600,5500,input00,compress,1.2543,(16384 1 1) (64 1 1),32768.0,0.306736,0.9627,0.996,4.0196190000000005,0.9895,22937651,49.248999999999995,4128759,7.875,0.39959,16383,1.0,0.5,2815,0.06771100000000001,1332,0.031471,2067319,49.345,16402,0.39959,3555321,311.97,1.391026,1378415,120.94,0.751179,45.243,2064379,0.36621,0.36621,0.498,45.23,2064379,0,0,3660571608.0,1413149985,20971478,1471843202.0,2301947467,0,166757284,5089.0,2.964232,200.17646
180,dxtc,1700,4000,input00,compress,1.1791,(16384 1 1) (64 1 1),32768.0,0.306753,0.9627,0.9959,4.022203,0.9895,22937651,45.071999999999996,4128759,7.875,0.36621,16383,1.0,0.5,429,0.0085831,672,0.014305000000000002,2067354,45.173,16396,0.36621,3555321,311.01,1.391026,1378415,120.57,0.751179,45.107,2064379,0.36526,0.36526,0.498,45.089,2064379,0,0,3660571608.0,1413149985,20971478,1471843202.0,2301947467,0,166757284,5089.0,2.9655970000000003,197.16044
181,dxtc,1700,4500,input00,compress,1.1848,(16384 1 1) (64 1 1),32768.0,0.306732,0.9627,0.9959,4.020865000000001,0.9895,22937651,52.386,4128759,7.875,0.42533999999999994,16383,1.0,0.5,444,0.011444,617,0.015259,2067324,52.477,16396,0.42533999999999994,3555321,311.02,1.391026,1378415,120.62,0.751179,45.115,2064379,0.36621,0.36526,0.498,45.101000000000006,2064379,0,0,3660571608.0,1413149985,20971478,1471843202.0,2301947467,0,166757284,5089.0,2.965377,200.21364
182,dxtc,1700,5000,input00,compress,1.1794,(16384 1 1) (64 1 1),32768.0,0.306718,0.9627,0.9961,4.0216650000000005,0.9895,22937651,45.088,4128759,7.875,0.36621,16383,1.0,0.5,904,0.019073,716,0.015259,2067290,45.191,16404,0.36621,3555321,310.91,1.391026,1378415,120.59,0.751179,45.123999999999995,2064379,0.36526,0.36621,0.498,45.153,2064379,0,0,3660571608.0,1413149985,20971478,1471843202.0,2301947467,0,166757284,5089.0,2.965693,206.40785
183,dxtc,1700,5500,input00,compress,1.1793,(16384 1 1) (64 1 1),32768.0,0.30674,0.9627,0.9961,4.0247980000000005,0.9895,22937651,45.092,4128759,7.875,0.36621,16383,1.0,0.5,448,0.0095367,599,0.012398000000000001,2067367,45.19,16396,0.36621,3555321,311.07,1.391026,1378415,120.57,0.751179,45.111999999999995,2064379,0.36621,0.36621,0.498,45.106,2064379,0,0,3660571608.0,1413149985,20971478,1471843202.0,2301947467,0,166757284,5089.0,2.96572,207.39923000000002
188,dxtc,1800,4000,input00,compress,1.1269,(16384 1 1) (64 1 1),32768.0,0.306724,0.9627,0.9959,4.013675,0.9895,22937651,55.378,4128759,7.875,0.45013,16383,1.0,0.5,401,0.01049,654,0.017166,2067302,55.513000000000005,16396,0.45013,3555321,382.18,1.391026,1378415,120.71,0.751179,45.16,2064379,0.36621,0.36621,0.498,45.153,2064379,0,0,3660571608.0,1413149985,20971478,1471843202.0,2301947467,0,166757284,5089.0,2.96545,209.04546
189,dxtc,1800,4500,input00,compress,1.119,(16384 1 1) (64 1 1),32768.0,0.306728,0.9627,0.996,4.018256,0.9895,22937651,45.138999999999996,4128759,7.875,0.36621,16383,1.0,0.5,452,0.0095367,709,0.015259,2067306,45.235,16400,0.36621,3555321,311.32,1.391026,1378415,120.71,0.751179,45.166000000000004,2064379,0.36621,0.36621,0.498,45.152,2064379,0,0,3660571608.0,1413149985,20971478,1471843202.0,2301947467,0,166757284,5089.0,2.965137,208.8394
190,dxtc,1800,5000,input00,compress,1.1128,(16384 1 1) (64 1 1),32768.0,0.306738,0.9627,0.996,4.014983,0.9895,22937651,45.123999999999995,4128759,7.875,0.36621,16383,1.0,0.5,11667,0.26035,1743,0.038147,2073036,45.395,16396,0.36621,3555321,311.37,1.391026,1378415,120.73,0.751179,45.163999999999994,2064379,0.36621,0.36621,0.498,45.141000000000005,2064379,0,0,3660571608.0,1413149985,20971478,1471843202.0,2301947467,0,166757284,5089.0,2.9635,214.65374
191,dxtc,1800,5500,input00,compress,1.1129,(16384 1 1) (64 1 1),32768.0,0.306722,0.9627,0.9957,4.018167,0.9895,22937651,45.125,4128759,7.875,0.36621,16383,1.0,0.5,2894,0.06389600000000001,1680,0.036239999999999994,2067313,45.217,17199,0.38433,3555321,311.37,1.391026,1378415,120.68,0.751179,45.152,2064379,0.36621,0.36621,0.498,45.13399999999999,2064379,0,0,3660571608.0,1413149985,20971478,1471843202.0,2301947467,0,166757284,5089.0,2.963939,217.77673
192,dxtc,1900,4000,input00,compress,1.0803,(16384 1 1) (64 1 1),32768.0,0.306698,0.9627,0.9957,4.003636,0.9895,22937651,57.948,4128759,7.875,0.47207,16383,1.0,0.5,2178,0.061989,1014,0.028610000000000003,2067287,58.169,16396,0.47112,3555321,312.87,1.391026,1378415,121.37,0.751179,45.373000000000005,2064379,0.36812,0.36812,0.498,45.365,2064379,0,0,3660571608.0,1413149985,20971478,1471843202.0,2301947467,0,166757284,5089.0,2.961832,212.97886999999992
193,dxtc,1900,4500,input00,compress,1.0805,(16384 1 1) (64 1 1),32768.0,0.306706,0.9627,0.9957,4.015749,0.9895,22937651,57.98,4128759,7.875,0.47112,16383,1.0,0.5,3457,0.099182,1172,0.033379,2067314,58.161,16404,0.47207,3555321,396.8,1.391026,1378415,121.43,0.751179,45.43,2064379,0.36812,0.36812,0.498,45.401,2064379,0,0,3660571608.0,1413149985,20971478,1471843202.0,2301947467,0,166757284,5089.0,2.96117,215.77492999999998
194,dxtc,1900,5000,input00,compress,1.0858,(16384 1 1) (64 1 1),32768.0,0.306715,0.9627,0.9956,4.013780000000001,0.9895,22937651,57.768,4128759,7.875,0.47016,16383,1.0,0.5,2589,0.07343300000000001,1534,0.042914999999999995,2067321,57.92100000000001,17099,0.4892300000000001,3555321,313.22,1.391026,1378415,121.41,0.751179,45.409,2064379,0.36812,0.36812,0.498,45.415,2064379,0,0,3660571608.0,1413149985,20971478,1471843202.0,2301947467,0,166757284,5089.0,2.962523,218.85274999999996
195,dxtc,1900,5500,input00,compress,1.0833,(16384 1 1) (64 1 1),32768.0,0.306746,0.9627,0.9958,4.018226,0.9895,22937651,57.788999999999994,4128759,7.875,0.46921,16383,1.0,0.5,2423,0.068665,1226,0.034332,2067295,57.934,16400,0.47016,3555321,312.91,1.391026,1378415,121.33,0.751179,45.406000000000006,2064379,0.36812,0.36812,0.498,45.396,2064379,0,0,3660571608.0,1413149985,20971478,1471843202.0,2301947467,0,166757284,5089.0,2.9638169999999997,221.96298
196,dxtc,2000,4000,input00,compress,1.0266,(16384 1 1) (64 1 1),32768.0,0.306717,0.9627,0.9957,4.0117650000000005,0.9895,22937651,61.152,4128759,7.875,0.49591,16383,1.0,0.5,428,0.012398000000000001,650,0.019073,2067347,61.255,16399,0.49686,3555321,422.01,1.391026,1378415,126.76,0.751179,47.409,2064379,0.38433,0.38433,0.498,47.397,2064379,0,0,3660571608.0,1413149985,20971478,1471843202.0,2301947467,0,166757284,5089.0,2.96466,222.82444
197,dxtc,2000,4500,input00,compress,1.0087,(16384 1 1) (64 1 1),32768.0,0.306738,0.9627,0.996,4.018242,0.9895,22937651,47.393,4128759,7.875,0.38528,16383,1.0,0.5,431,0.0095367,789,0.018119999999999997,2067371,47.518,16839,0.39482,3555321,327.12,1.391026,1378415,126.78,0.751179,47.445,2064379,0.38433,0.38433,0.498,47.424,2064379,0,0,3660571608.0,1413149985,20971478,1471843202.0,2301947467,0,166757284,5089.0,2.965888,225.06452
198,dxtc,2000,5000,input00,compress,1.0362,(16384 1 1) (64 1 1),32768.0,0.306741,0.9627,0.9957,4.0222430000000005,0.9895,22937651,61.155,4128759,7.875,0.49686,16383,1.0,0.5,6491,0.19646,463,0.013351000000000002,2069950,61.403999999999996,16396,0.49686,3555321,412.46,1.391026,1378415,126.76,0.751179,47.434,2064379,0.38433,0.38433,0.498,47.42100000000001,2064379,0,0,3660571608.0,1413149985,20971478,1471843202.0,2301947467,0,166757284,5089.0,2.965393,228.53759
199,dxtc,2000,5500,input00,compress,1.0346,(16384 1 1) (64 1 1),32768.0,0.30672,0.9627,0.9957,4.019616,0.9895,22937651,60.891000000000005,4128759,7.875,0.49496,16383,1.0,0.5,428,0.012398000000000001,642,0.018119999999999997,2067325,60.998000000000005,16396,0.49496,3555321,419.9,1.391026,1378415,126.29,0.751179,47.256,2064379,0.38338,0.38338,0.498,47.257,2064379,0,0,3660571608.0,1413149985,20971478,1471843202.0,2301947467,0,166757284,5089.0,2.965776,229.72052999999997
204,eigenvalues,1600,4000,input00,bisectKernel,1.8917,(1 1 1) (512 1 1),16.0,0.24999699999999997,0.7147,0.0354,1.536728,0.9989,524489,0.04673,6656,8.0,0.00097656,128,4.0,0.5,46,0.0,385,0.0047684,3502,0.050545,776,0.01049,258578,14.629000000000001,1.011089,6955,0.4034,1.2560950000000002,0.04673,3328,0.00097656,0.00097656,0.5,0.04673,3328,0,0,51391406.0,19969330,2851891,20909078.0,40071564,11162,4478945,279930.0,1.448407,72.42847000000002
205,eigenvalues,1600,4500,input00,bisectKernel,1.8982,(1 1 1) (512 1 1),16.0,0.24999699999999997,0.7147,0.0357,1.53655,0.9989,524489,0.052452,6656,8.0,0.0019073,128,4.0,0.5,51,0.0,371,0.0057220000000000005,3497,0.056267000000000005,775,0.011444,258578,14.674000000000001,1.011089,6955,0.40245,1.2560950000000002,0.04673,3328,0.00097656,0.00097656,0.5,0.04673,3328,0,0,51391406.0,19969330,2851891,20909078.0,40071564,11162,4478945,279930.0,1.448421,76.17376
206,eigenvalues,1600,5000,input00,bisectKernel,1.9117,(1 1 1) (512 1 1),16.0,0.24999699999999997,0.7147,0.0355,1.536698,0.9989,524489,0.051498,6656,8.0,0.0019073,128,4.0,0.5,42,0.0,3,0.0,3543,0.058174,149,0.0019073,258578,14.658,1.011089,6955,0.40436,1.2560950000000002,0.04673,3328,0.00097656,0.00097656,0.5,0.04673,3328,0,0,51391406.0,19969330,2851891,20909078.0,40071564,11162,4478945,279930.0,1.4485190000000001,79.55193
207,eigenvalues,1600,5500,input00,bisectKernel,1.9078,(1 1 1) (512 1 1),16.0,0.24999699999999997,0.7147,0.0356,1.5367620000000002,0.9989,524489,0.052452,6656,8.0,0.0019073,128,4.0,0.5,46,0.0,599,0.0085831,3541,0.056267000000000005,426,0.0057220000000000005,258578,16.000999999999998,1.011089,6955,0.40531,1.2560950000000002,0.04673,3328,0.00097656,0.00097656,0.5,0.04673,3328,0,0,51391406.0,19969330,2851891,20909078.0,40071564,11162,4478945,279930.0,1.4484629999999998,82.79526
200,eigenvalues,1700,4000,input00,bisectKernel,1.7986,(1 1 1) (512 1 1),16.0,0.24999699999999997,0.7147,0.0356,1.536761,0.9989,524489,0.055313,6656,8.0,0.0019073,128,4.0,0.5,42,0.0,5,0.0,3509,0.050545,614,0.0085831,258578,14.788,1.011089,6955,0.40627,1.2560950000000002,0.047684,3328,0.00097656,0.00097656,0.5,0.047684,3328,0,0,51391406.0,19969330,2851891,20909078.0,40071564,11162,4478945,279930.0,1.448599,73.5267
201,eigenvalues,1700,4500,input00,bisectKernel,1.786,(1 1 1) (512 1 1),16.0,0.24999699999999997,0.7147,0.0357,1.536801,0.9989,524489,0.055313,6656,8.0,0.0019073,128,4.0,0.5,46,0.0,4,0.0,3487,0.060080999999999996,155,0.0019073,258578,16.754,1.011089,6955,0.40531,1.2560950000000002,0.047684,3328,0.00097656,0.00097656,0.5,0.047684,3328,0,0,51391406.0,19969330,2851891,20909078.0,40071564,11162,4478945,279930.0,1.44869,76.71139000000002
202,eigenvalues,1700,5000,input00,bisectKernel,1.7943,(1 1 1) (512 1 1),16.0,0.24999699999999997,0.7147,0.0357,1.536889,0.9989,524489,0.050545,6656,8.0,0.0019073,128,4.0,0.5,47,0.0,6,0.0,3500,0.055313,145,0.0019073,258578,15.804,1.011089,6955,0.43678,1.2560950000000002,0.050545,3328,0.0019073,0.0019073,0.5,0.050545,3328,0,0,51391406.0,19969330,2851891,20909078.0,40071564,11162,4478945,279930.0,1.448623,79.75080000000001
203,eigenvalues,1700,5500,input00,bisectKernel,1.8065,(1 1 1) (512 1 1),16.0,0.24999699999999997,0.7147,0.0355,1.537076,0.9989,524489,0.055313,6656,8.0,0.0019073,128,4.0,0.5,67,0.00097656,8,0.0,3471,0.059128,147,0.0019073,258578,16.662,1.011089,6955,0.40627,1.2560950000000002,0.047684,3328,0.00097656,0.00097656,0.5,0.047684,3328,0,0,51391406.0,19969330,2851891,20909078.0,40071564,11162,4478945,279930.0,1.448659,83.45517000000002
208,eigenvalues,1800,4000,input00,bisectKernel,1.7009999999999998,(1 1 1) (512 1 1),16.0,0.24999699999999997,0.7147,0.0357,1.536856,0.9989,524489,0.059128,6656,8.0,0.0019073,128,4.0,0.5,22,0.0,4,0.0,3515,0.06675700000000001,149,0.0019073,258578,14.815,1.011089,6955,0.40817,1.2560950000000002,0.047684,3328,0.00097656,0.00097656,0.5,0.047684,3328,0,0,51391406.0,19969330,2851891,20909078.0,40071564,11162,4478945,279930.0,1.4485350000000001,75.34603000000001
209,eigenvalues,1800,4500,input00,bisectKernel,1.7034,(1 1 1) (512 1 1),16.0,0.24999699999999997,0.7147,0.0357,1.5366549999999999,0.9989,524489,0.059128,6656,8.0,0.0019073,128,4.0,0.5,7,0.0,6,0.0,3456,0.062943,149,0.0019073,258578,14.827,1.011089,6955,0.40627,1.2560950000000002,0.047684,3328,0.00097656,0.00097656,0.5,0.047684,3328,0,0,51391406.0,19969330,2851891,20909078.0,40071564,11162,4478945,279930.0,1.448485,78.37324000000002
210,eigenvalues,1800,5000,input00,bisectKernel,1.6993,(1 1 1) (512 1 1),16.0,0.24999699999999997,0.7147,0.0356,1.536459,0.9989,524489,0.059128,6656,8.0,0.0019073,128,4.0,0.5,9481,0.17071,294,0.0047684,9209,0.21361999999999998,700,0.011444,258578,17.299,1.011089,6955,0.40817,1.2560950000000002,0.047684,3328,0.00097656,0.00097656,0.5,0.047684,3328,0,0,51391406.0,19969330,2851891,20909078.0,40071564,11162,4478945,279930.0,1.448401,81.33382999999998
211,eigenvalues,1800,5500,input00,bisectKernel,1.7066,(1 1 1) (512 1 1),16.0,0.24999699999999997,0.7147,0.0357,1.536556,0.9989,524489,0.059128,6656,8.0,0.0019073,128,4.0,0.5,53,0.0,2,0.0,3455,0.062943,141,0.0019073,258578,14.829,1.011089,6955,0.40817,1.2560950000000002,0.047684,3328,0.00097656,0.00097656,0.5,0.047684,3328,0,0,51391406.0,19969330,2851891,20909078.0,40071564,11162,4478945,279930.0,1.4485290000000002,84.3063
212,eigenvalues,1900,4000,input00,bisectKernel,1.6386,(1 1 1) (512 1 1),16.0,0.24999699999999997,0.7147,0.0357,1.536866,0.9989,524489,0.061989,6656,8.0,0.0019073,128,4.0,0.5,49,0.0,3,0.0,3507,0.06675700000000001,156,0.0019073,258578,14.947000000000001,1.011089,6955,0.41103,1.2560950000000002,0.047684,3328,0.00097656,0.00097656,0.5,0.047684,3328,0,0,51391406.0,19969330,2851891,20909078.0,40071564,11162,4478945,279930.0,1.448456,76.02215000000002
213,eigenvalues,1900,4500,input00,bisectKernel,1.6454,(1 1 1) (512 1 1),16.0,0.24999699999999997,0.7147,0.0355,1.536535,0.9989,524489,0.061035,6656,8.0,0.0019073,128,4.0,0.5,36,0.0,37,0.0,3507,0.06484999999999999,431,0.0066757000000000006,258578,14.944,1.011089,6955,0.41008,1.2560950000000002,0.047684,3328,0.00097656,0.00097656,0.5,0.047684,3328,0,0,51391406.0,19969330,2851891,20909078.0,40071564,11162,4478945,279930.0,1.448412,79.18066
214,eigenvalues,1900,5000,input00,bisectKernel,1.6369,(1 1 1) (512 1 1),16.0,0.24999699999999997,0.7147,0.0356,1.5366600000000001,0.9989,524489,0.061035,6656,8.0,0.0019073,128,4.0,0.5,17,0.0,295,0.0047684,3520,0.06771100000000001,436,0.0066757000000000006,258578,14.892000000000001,1.011089,6955,0.41103,1.2560950000000002,0.047684,3328,0.00097656,0.00097656,0.5,0.047684,3328,0,0,51391406.0,19969330,2851891,20909078.0,40071564,11162,4478945,279930.0,1.448525,82.51699
215,eigenvalues,1900,5500,input00,bisectKernel,1.6152,(1 1 1) (512 1 1),16.0,0.24999699999999997,0.7147,0.0357,1.536912,0.9989,524489,0.047684,6656,8.0,0.00097656,128,4.0,0.5,45,0.0,591,0.0085831,3496,0.053405999999999995,149,0.0019073,258578,14.912,1.011089,6955,0.41008,1.2560950000000002,0.047684,3328,0.00097656,0.00097656,0.5,0.047684,3328,0,0,51391406.0,19969330,2851891,20909078.0,40071564,11162,4478945,279930.0,1.44838,85.75597000000002
216,eigenvalues,2000,4000,input00,bisectKernel,1.5637,(1 1 1) (512 1 1),16.0,0.24999699999999997,0.7147,0.0357,1.536284,0.9989,524489,0.06484999999999999,6656,8.0,0.0019073,128,4.0,0.5,53,0.00097656,6,0.0,3486,0.069618,153,0.0019073,258578,15.460999999999999,1.011089,6955,0.42725,1.2560950000000002,0.050545,3328,0.0019073,0.0019073,0.5,0.050545,3328,0,0,51391406.0,19969330,2851891,20909078.0,40071564,11162,4478945,279930.0,1.448523,76.51502999999998
217,eigenvalues,2000,4500,input00,bisectKernel,1.5342,(1 1 1) (512 1 1),16.0,0.24999699999999997,0.7147,0.0357,1.53656,0.9989,524489,0.049591,6656,8.0,0.00097656,128,4.0,0.5,61,0.0,14,0.0,3492,0.053405999999999995,151,0.0019073,258578,15.562000000000001,1.011089,6955,0.4282,1.2560950000000002,0.050545,3328,0.0019073,0.0019073,0.5,0.049591,3328,0,0,51391406.0,19969330,2851891,20909078.0,40071564,11162,4478945,279930.0,1.448551,79.18054000000002
218,eigenvalues,2000,5000,input00,bisectKernel,1.5628,(1 1 1) (512 1 1),16.0,0.24999699999999997,0.7147,0.0357,1.537061,0.9989,524489,0.06484999999999999,6656,8.0,0.0019073,128,4.0,0.5,6952,0.13828,4,0.0,10237,0.21935,149,0.0019073,258578,20.146,1.011089,6955,0.42725,1.2560950000000002,0.049591,3328,0.0019073,0.0019073,0.5,0.049591,3328,0,0,51391406.0,19969330,2851891,20909078.0,40071564,11162,4478945,279930.0,1.4486290000000002,83.7248
219,eigenvalues,2000,5500,input00,bisectKernel,1.571,(1 1 1) (512 1 1),16.0,0.24999699999999997,0.7147,0.0356,1.536643,0.9989,524489,0.06484999999999999,6656,8.0,0.0019073,128,4.0,0.5,6,0.0,5,0.0,3506,0.053405999999999995,149,0.0019073,258578,15.53,1.011089,6955,0.42725,1.2560950000000002,0.049591,3328,0.0019073,0.0019073,0.5,0.049591,3328,0,0,51391406.0,19969330,2851891,20909078.0,40071564,11162,4478945,279930.0,1.4485569999999999,86.11204999999998
224,fastWalshTransform,1600,4000,input00,fwtBatch2Kernel,7.5547,(262144 1 1) (256 1 1),2097152.0,0.840831,1.0,0.999,0.543828,1.0,2097152,131.32,67108864,8.0,132.23,33554432,4.0,0.5,33554871,131.65,33552165,132.04,33555035,132.63,33554520,132.63,0,0.0,0.0,0,0.0,0.0,132.2,33554432,132.2,132.45,0.5,132.45,33554432,0,0,536870912.0,0,0,2483027968.0,536870912,0,136314880,65.0,0.39689,145.79664999999997
225,fastWalshTransform,1600,4500,input00,fwtBatch2Kernel,6.5967,(262144 1 1) (256 1 1),2097152.0,0.8394159999999999,1.0,0.9991,0.6230680000000001,1.0,2097152,151.14,67108864,8.0,150.59,33554432,4.0,0.5,33554787,150.79,33551726,151.27,33555034,151.16,33556159,151.17,0,0.0,0.0,0,0.0,0.0,151.33,33554432,151.33,151.17,0.5,151.17,33554432,0,0,536870912.0,0,0,2483027968.0,536870912,0,136314880,65.0,0.45319499999999996,156.64503
226,fastWalshTransform,1600,5000,input00,fwtBatch2Kernel,6.0096,(262144 1 1) (256 1 1),2097152.0,0.837266,1.0,0.999,0.68755,1.0,2097152,166.03,67108864,8.0,166.39,33554432,4.0,0.5,33554749,165.88,33551619,165.95,33554936,165.69,33555961,165.69,0,0.0,0.0,0,0.0,0.0,166.4,33554432,166.4,166.23,0.5,166.23,33554432,0,0,536870912.0,0,0,2483027968.0,536870912,0,136314880,65.0,0.497857,162.74017
227,fastWalshTransform,1600,5500,input00,fwtBatch2Kernel,5.3938,(262144 1 1) (256 1 1),2097152.0,0.836258,1.0,0.9989,0.769277,1.0,2097152,184.6,67108864,8.0,183.6,33554432,4.0,0.5,33554723,184.48,33552090,184.93,33554963,184.87,33555871,184.88,0,0.0,0.0,0,0.0,0.0,184.34,33554432,184.34,184.56,0.5,184.56,33554432,0,0,536870912.0,0,0,2483027968.0,536870912,0,136314880,65.0,0.552917,173.64569000000003
220,fastWalshTransform,1700,4000,input00,fwtBatch2Kernel,7.5583,(262144 1 1) (256 1 1),2097152.0,0.840627,1.0,0.9991,0.50784,1.0,2097152,131.29,67108864,8.0,131.85,33554432,4.0,0.5,33554877,131.58,33552023,132.01,33555030,132.38,33555021,132.38,0,0.0,0.0,0,0.0,0.0,131.71,33554432,131.71,132.28,0.5,132.28,33554432,0,0,536870912.0,0,0,2483027968.0,536870912,0,136314880,65.0,0.370817,142.30274
221,fastWalshTransform,1700,4500,input00,fwtBatch2Kernel,6.6075,(262144 1 1) (256 1 1),2097152.0,0.839643,1.0,0.9992,0.585381,1.0,2097152,150.74,67108864,8.0,150.5,33554432,4.0,0.5,33554717,150.95,33551776,150.87,33554958,151.2,33554738,151.2,0,0.0,0.0,0,0.0,0.0,150.9,33554432,150.9,151.44,0.5,151.44,33554432,0,0,536870912.0,0,0,2483027968.0,536870912,0,136314880,65.0,0.42398199999999997,155.2284
